segment_id,segment_start,segment_end,active_source_count,weighted_evidence_strength,evidence_count,grade_count,water_evidence_count,collapse_evidence_count,deformation_evidence_count,water_flag_fused,collapse_flag_fused,deformation_flag_fused,fused_grade,hazard,uncertainty,coverage,water_type_fused,joint_degree_fused,rock_mass_state_fused,rock_uniformity_fused,weathering_fused,stability_fused,lithology_fused,speed_mean,speed_std,speed_median,speed_min,speed_max,thrust_mean,thrust_std,thrust_median,thrust_max,torque_mean,torque_std,torque_median,torque_max,rpm_mean,rpm_std,rpm_median,rpm_max,stop_ratio,work_ratio,fused_grade_num,geo_prior_score,hazard_has_water,hazard_has_collapse,hazard_has_deform,geo_prior_mid,geo_prior_high,future_speed_mean,future_thrust_mean,future_torque_mean,future_stop_ratio,future_speed_std,future_count,flag_future_slowdown,flag_future_high_thrust,flag_future_high_torque,flag_future_high_stop,flag_future_fluctuation,future_response_bad,pure_stop_like,label_risk,label_valid
1013310.0_1013320.0,1013310.0,1013320.0,1,2.0,2,2,0,1,0,0,1,0,Ⅳ,裂隙发育+围岩破碎+围岩等级建议,high,single,,发育,破碎,软硬不均,弱风化,较差,板岩夹变质砂岩,4.00818340982859,14.531800477405428,0.0,0.0,186.7117,1772.4762047595534,6185.235546064821,0.0,28200.1,299.72899445746185,1041.7797259499712,0.0,5687.751,0.8249836560622739,3.7210988001487135,0.0,39.81652,0.9174398490328668,0.08256015096713319,4.0,5.858835208471212,0,0,0,0,0,24.349567586097795,8871.946450471716,1328.4510904448705,0.6001917545541706,46.063793773350575,1,0,0,0,0,1,0,0,0,1
1013320.0_1013330.0,1013320.0,1013330.0,1,2.0,2,2,0,1,0,0,1,0,Ⅴ,裂隙发育+围岩破碎+围岩等级建议+掉块+较明显反射异常+裂隙密集+围岩极破碎,high,single,,发育,破碎,软硬不均,弱风化,较差,板岩夹变质砂岩,24.349567586097795,46.063793773350575,0.0,0.0,760.6483,8871.946450471716,11304.567277679347,0.0,28171.34,1328.4510904448705,1666.5791882968103,0.0,4550.85,2.7285454078619367,4.538255228606551,0.0,39.71377,0.6001917545541706,0.3998082454458293,5.0,8.05883520847121,0,1,0,1,1,8.254362249222797,3603.8522196586405,636.8586367113685,0.8369399573300823,22.36456858316489,1,0,0,0,1,1,0,0,0,1
1013330.0_1013340.0,1013330.0,1013340.0,1,2.0,2,2,0,1,0,0,1,0,Ⅴ,掉块+较明显反射异常+裂隙密集+围岩极破碎+围岩等级建议,high,single,,发育密集,破碎-极破碎,软硬不均,弱风化,较差,板岩夹变质砂岩,8.254362249222797,22.36456858316489,0.0,0.0,501.2839,3603.8522196586405,8309.869419886314,0.0,27910.89,636.8586367113685,1452.7990179602969,0.0,5101.177,1.0081370035537947,2.4175537348403897,0.0,39.71302,0.8369399573300823,0.16306004266991772,5.0,8.05883520847121,0,1,0,1,1,14.725135594863916,8738.523749255926,1093.8724222550481,0.6878841088674276,28.28725116785939,1,0,0,0,0,1,0,0,0,1
1013340.0_1013350.0,1013340.0,1013350.0,1,2.0,2,2,0,1,0,0,1,0,Ⅴ,掉块+较明显反射异常+裂隙密集+围岩极破碎+围岩等级建议+裂隙发育+围岩破碎,high,single,,发育,破碎,软硬不均,弱风化,较差,板岩夹变质砂岩,14.725135594863916,28.28725116785939,0.0,0.0,758.3479,8738.523749255926,13265.08181594555,0.0,34845.06,1093.8724222550481,1629.0188767548518,0.0,4702.962,2.248719100330992,4.069148363035151,0.0,39.71391,0.6878841088674276,0.31211589113257243,5.0,8.05883520847121,0,1,0,1,1,10.805283172061825,7628.281286595509,718.4348225683873,0.7034120734908137,35.054876453782725,1,0,0,0,0,1,0,0,0,1
1013350.0_1013360.0,1013350.0,1013360.0,1,2.0,2,2,0,1,0,0,1,0,Ⅴ,掉块+较明显反射异常+裂隙密集+围岩极破碎+围岩等级建议,high,single,,发育密集,破碎-极破碎,软硬不均,弱风化,较差,板岩夹变质砂岩,10.805283172061825,35.054876453782725,0.0,0.0,1268.641,7628.281286595509,12230.888576228625,0.0,32281.11,718.4348225683873,1176.436613634756,0.0,4341.244,1.7056476661154856,3.6944787662543694,0.0,39.71771,0.7034120734908137,0.29658792650918636,5.0,8.05883520847121,0,1,0,1,1,72.1792395254245,7881.361338559431,1386.5272596296466,0.6672785681505278,317.7985255453314,1,0,0,0,0,1,0,0,0,1
1013360.0_1013370.0,1013360.0,1013370.0,1,1.0,1,1,0,1,0,0,1,0,Ⅴ,掉块+较明显反射异常+裂隙密集+围岩极破碎+围岩等级建议,high,single,,发育密集,破碎-极破碎,软硬不均,弱风化,较差,板岩夹变质砂岩,72.1792395254245,317.7985255453314,0.0,0.0,4092.509,7881.361338559431,11510.78587418505,0.0,27587.86,1386.5272596296466,1996.4050985466286,0.0,5253.664,2.0210026463056447,2.706635141777028,0.0,27.67594,0.6672785681505278,0.3327214318494722,5.0,7.979417604235605,0,1,0,1,0,,,,,,0,0,0,0,0,0,0,0,0,0
1013400.0_1013410.0,1013400.0,1013410.0,0,0.0,0,0,0,0,0,0,0,0,,无明显异常,high,none,,,,,,,,13.354858333333334,20.692454256332592,0.0,0.0,40.63965,9088.84,14080.429054634664,0.0,27330.79,1368.5464999999997,2165.2052397298276,0.0,4800.454,1.8119425,2.8070775212891967,0.0,5.455747,0.6666666666666666,0.3333333333333333,,0.0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0
1013460.0_1013470.0,1013460.0,1013470.0,1,1.0,1,1,0,1,0,0,1,0,Ⅳ,掉块+裂隙发育+围岩极破碎+围岩等级建议,high,single,,发育,破碎-极破碎,软硬不均,弱风化,较差,板岩夹变质砂岩,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,4.0,7.179417604235606,0,1,0,0,0,2.0019109062218288,931.2351211839987,171.25294558515776,0.9629748873148745,23.414006231903066,1,1,0,0,1,1,1,0,0,1
1013470.0_1013480.0,1013470.0,1013480.0,1,1.0,1,1,0,1,0,0,1,0,Ⅳ,掉块+裂隙发育+围岩破碎+围岩等级建议,high,single,,发育,破碎,软硬不均,弱风化,较差,板岩夹变质砂岩,2.0019109062218288,23.414006231903066,0.0,0.0,1425.257,931.2351211839987,4849.048368097003,0.0,30988.98,171.25294558515776,900.5596024547906,0.0,6347.691,0.228061535787991,1.3269412265050324,0.0,39.71372,0.9629748873148745,0.037025112685125566,4.0,7.179417604235606,0,1,0,0,0,38.85515653051911,10453.001100171134,2007.7572188094696,0.5733029092983457,157.2838556117138,1,0,1,1,0,1,0,0,0,1
1013480.0_1013490.0,1013480.0,1013490.0,1,1.0,1,1,0,1,0,0,1,0,Ⅳ,掉块+裂隙发育+围岩破碎+围岩等级建议,high,single,,发育,破碎,软硬不均,弱风化,较差,板岩夹变质砂岩,38.85515653051911,157.2838556117138,0.0,0.0,2501.627,10453.001100171134,12421.691987117862,0.0,27675.81,2007.7572188094696,2363.1889134058615,61.36961,5920.855,2.769288946891044,3.1564208265708973,0.2632385,39.71331,0.5733029092983457,0.4266970907016543,4.0,7.179417604235606,0,1,0,0,0,17.891647313156714,7097.091068504716,1369.5201507049844,0.6677144140098787,66.66023822188787,1,0,0,0,0,1,0,0,0,1
1013490.0_1013500.0,1013490.0,1013500.0,1,1.0,1,1,0,1,0,0,1,0,Ⅳ,掉块+裂隙发育+围岩破碎+围岩等级建议,high,single,,发育,破碎,软硬不均,弱风化,较差,板岩夹变质砂岩,17.891647313156714,66.66023822188787,0.0,0.0,1819.766,7097.091068504716,10331.197870812044,0.0,26559.57,1369.5201507049844,1978.583731105049,0.0,5505.017,2.419998840364616,4.6939595373401435,0.0,39.93088,0.6677144140098787,0.33228558599012126,4.0,7.179417604235606,0,1,0,0,0,25.31608671251176,8234.17671158984,1711.047170598777,0.6556914393226717,100.02246805747917,1,0,0,1,0,1,0,0,0,1
1013500.0_1013510.0,1013500.0,1013510.0,1,2.0,2,2,0,2,0,0,1,0,Ⅴ,掉块+裂隙发育+围岩破碎+围岩等级建议+较明显反射异常+裂隙密集+围岩极破碎,high,single,,发育,破碎,软硬不均,弱风化,较差,板岩夹变质砂岩,25.31608671251176,100.02246805747917,0.0,0.0,1758.999,8234.17671158984,11643.49468944584,0.0,29006.83,1711.047170598777,2445.357961550884,0.0,6379.314,2.139589718584666,3.1131934256433764,0.0,39.87636,0.6556914393226717,0.3443085606773283,5.0,8.05883520847121,0,1,0,1,1,16.120368197614,4662.205151755037,942.877895783404,0.8040827147401909,93.09331262783863,1,0,0,0,1,1,0,0,0,1
1013510.0_1013520.0,1013510.0,1013520.0,1,1.0,1,1,0,1,0,0,1,0,Ⅴ,掉块+较明显反射异常+裂隙密集+围岩极破碎+围岩等级建议,high,single,,发育密集,破碎-极破碎,,弱风化,较差,,16.120368197614,93.09331262783863,0.0,0.0,2640.607,4662.205151755037,9661.684179166934,0.0,29483.76,942.877895783404,1932.474600689842,0.0,6734.284,1.6903089387884411,4.540219954484536,0.0,39.72043,0.8040827147401909,0.19591728525980912,5.0,7.979417604235605,0,1,0,1,0,22.352118629661017,6505.3605432015065,1294.4952256332392,0.6680790960451978,92.27226259468053,1,0,0,0,0,1,0,0,0,1
1013520.0_1013530.0,1013520.0,1013530.0,2,2.0,2,2,0,1,0,0,1,0,Ⅴ,掉块+较明显反射异常+裂隙密集+围岩极破碎+围岩等级建议+裂隙发育+围岩破碎,medium,multi,,发育,破碎,软硬不均,弱风化,较差,板岩夹变质砂岩,22.352118629661017,92.27226259468053,0.0,0.0,1726.027,6505.3605432015065,9445.085647748116,0.0,25553.27,1294.4952256332392,1874.553937271037,0.0,5108.551,2.369968360960452,4.412018101505632,0.0,39.71555,0.6680790960451978,0.3319209039548023,5.0,8.95883520847121,0,1,0,1,1,19.39890973681792,10780.069288640436,2123.3667184279147,0.5996553704767376,24.4585770455572,1,0,1,1,0,1,0,0,0,1
1013530.0_1013540.0,1013530.0,1013540.0,2,3.0,3,3,0,2,0,0,1,0,Ⅴ,掉块+较明显反射异常+裂隙密集+围岩极破碎+围岩等级建议+裂隙发育+围岩破碎,medium,multi,,发育,破碎,软硬不均,弱风化,较差,板岩夹变质砂岩,19.39890973681792,24.4585770455572,0.0,0.0,57.12524,10780.069288640436,13362.417874513492,0.0,29461.78,2123.3667184279147,2674.0861356670107,0.0,6701.537,2.61928941809305,4.46573715491124,0.0,39.71419,0.5996553704767376,0.4003446295232625,5.0,9.038252812706817,0,1,0,1,1,19.67118991580517,11004.029677967197,2158.1702690367792,0.56610337972167,54.73580411292727,1,0,1,1,0,1,0,0,0,1
1013540.0_1013550.0,1013540.0,1013550.0,2,3.0,3,3,0,2,0,0,1,0,Ⅴ,掉块+较明显反射异常+裂隙密集+围岩极破碎+围岩等级建议+裂隙发育+围岩破碎,medium,multi,,发育密集,破碎-极破碎,软硬不均,弱风化,较差,板岩夹变质砂岩,19.67118991580517,54.73580411292727,0.0,0.0,1296.438,11004.029677967197,12926.99422558961,0.0,28699.02,2158.1702690367792,2523.9068813408785,261.47704999999996,7045.131,3.0085889426739563,3.948466752559682,3.0287205000000004,39.8384,0.56610337972167,0.43389662027833004,5.0,9.038252812706817,0,1,0,1,1,19.81069631663498,10392.619233897338,2123.103432638783,0.6116920152091255,47.693639395272065,1,0,1,1,0,1,0,0,0,1
1013550.0_1013560.0,1013550.0,1013560.0,1,2.0,2,2,0,1,0,0,1,0,Ⅴ,掉块+较明显反射异常+裂隙密集+围岩极破碎+围岩等级建议+裂隙发育+围岩破碎,high,single,,发育,破碎,软硬不均,弱风化,较差,板岩夹变质砂岩,19.81069631663498,47.693639395272065,0.0,0.0,1007.36,10392.619233897338,13349.757816598556,0.0,30209.31,2123.103432638783,2720.619783256036,0.0,6700.787,2.559011278279468,3.7907393472481914,0.0,39.7141,0.6116920152091255,0.3883079847908745,5.0,8.05883520847121,0,1,0,1,1,21.96996387833876,9701.801825651466,2222.282868567318,0.5993485342019544,65.84500330654994,1,0,1,1,0,1,0,0,0,1
1013560.0_1013570.0,1013560.0,1013570.0,1,2.0,2,2,0,1,0,0,1,0,Ⅴ,裂隙发育+围岩破碎+围岩等级建议+掉块+较明显反射异常+裂隙密集+围岩极破碎,high,single,,发育,破碎,软硬不均,弱风化,较差,板岩夹变质砂岩,21.96996387833876,65.84500330654994,0.0,0.0,1571.713,9701.801825651466,12201.89941997909,0.0,27858.46,2222.282868567318,2790.349092251083,0.0,7190.744,2.792003913675353,4.070577173098765,0.0,39.71386,0.5993485342019544,0.4006514657980456,5.0,8.05883520847121,0,1,0,1,1,28.24094883656609,14910.033499110632,3016.531001393678,0.3886494252873563,59.86777732295328,1,0,1,1,0,1,0,0,0,1
1013570.0_1013580.0,1013570.0,1013580.0,1,2.0,2,2,0,1,0,0,1,0,Ⅴ,掉块+较明显反射异常+裂隙密集+围岩极破碎+围岩等级建议,high,single,,发育密集,破碎-极破碎,软硬不均,弱风化,较差,板岩夹变质砂岩,28.24094883656609,59.86777732295328,41.2146,0.0,1597.591,14910.033499110632,12345.361684782038,23230.325,28526.51,3016.531001393678,2482.002421773721,4866.385,6147.335,3.828220134238506,2.784034361223348,5.5136959999999995,36.90125,0.3886494252873563,0.6113505747126436,5.0,8.05883520847121,0,1,0,1,1,9.100585460966117,4474.007191019918,872.942884356914,0.8072344322344323,32.57933660026522,1,0,0,0,1,1,0,0,0,1
1013580.0_1013590.0,1013580.0,1013590.0,1,2.0,2,2,0,2,0,0,1,0,Ⅴ,掉块+较明显反射异常+裂隙密集+围岩极破碎+围岩等级建议+裂隙发育+围岩破碎,high,single,,发育,破碎,软硬不均,弱风化,较差,板岩夹变质砂岩,9.100585460966117,32.57933660026522,0.0,0.0,965.7625,4474.007191019918,9351.832004786786,0.0,28414.89,872.942884356914,1864.971251506728,0.0,6630.793,1.5420136235347985,4.249555091393636,0.0,39.93928,0.8072344322344323,0.19276556776556777,5.0,8.05883520847121,0,1,0,1,1,25.670434658752168,7994.047602820623,1482.0260455589255,0.6975736568457539,112.1598079671049,1,0,0,0,0,1,0,0,0,1
1013590.0_1013600.0,1013590.0,1013600.0,2,2.0,2,2,0,1,0,0,1,0,Ⅳ,掉块+裂隙发育+围岩破碎+围岩等级建议,high,single,,发育,破碎,软硬不均,弱风化,较差,板岩夹变质砂岩,25.670434658752168,112.1598079671049,0.0,0.0,2109.418,7994.047602820623,12406.4756081707,0.0,31716.23,1482.0260455589255,2298.417274937276,0.0,6436.935,2.75770926114818,6.185566704683286,0.0,39.82596,0.6975736568457539,0.3024263431542461,4.0,8.15883520847121,0,1,0,1,1,34.8774168465859,11207.149667643173,2114.817168420705,0.5682819383259912,157.9306605148923,1,0,1,1,0,1,0,0,0,1
1013600.0_1013610.0,1013600.0,1013610.0,2,2.0,2,2,0,1,0,0,1,0,Ⅳ,掉块+裂隙发育+围岩破碎+围岩等级建议,medium,multi,,发育,破碎,软硬不均,弱风化,较差,板岩夹变质砂岩,34.8774168465859,157.9306605148923,0.0,0.0,3661.194,11207.149667643173,13194.299081242412,0.0,29798.34,2114.817168420705,2464.0303714996594,69.806375,6154.46,2.8441910072687224,3.6957881156497865,0.263215,39.71344,0.5682819383259912,0.43171806167400884,4.0,8.15883520847121,0,1,0,1,1,13.339308608770935,3766.4947566942947,797.8462949645188,0.8174850979279024,68.00584452839189,1,0,0,0,1,1,0,0,0,1
1013610.0_1013620.0,1013610.0,1013620.0,2,2.0,2,2,0,1,0,0,1,0,Ⅳ,掉块+裂隙发育+围岩破碎+围岩等级建议,medium,multi,,发育,破碎,软硬不均,弱风化,较差,板岩夹变质砂岩,13.339308608770935,68.00584452839189,0.0,0.0,1950.886,3766.4947566942947,8214.660903235681,0.0,27843.24,797.8462949645188,1737.1248626962854,0.0,6556.424,1.3026083758160658,3.47167362118219,0.0,39.7571,0.8174850979279024,0.18251490207209764,4.0,8.15883520847121,0,1,0,1,1,34.65748288669039,10305.274683370819,1909.7740720270463,0.5551601423487544,129.64059999231839,1,0,1,1,0,1,0,0,0,1
1013620.0_1013630.0,1013620.0,1013630.0,2,3.0,3,3,0,2,0,0,1,0,Ⅴ,掉块+裂隙发育+围岩破碎+围岩等级建议+较明显反射异常+裂隙密集+围岩极破碎,medium,multi,,发育,破碎,软硬不均,弱风化,较差,板岩夹变质砂岩,34.65748288669039,129.64059999231839,0.0,0.0,1714.909,10305.274683370819,11916.395506989935,0.0,28714.24,1909.7740720270463,2216.4993840630013,313.9725,5732.496,3.5985511631316722,5.9989996475407965,2.89702,39.71484,0.5551601423487544,0.44483985765124556,5.0,9.038252812706817,0,1,0,1,1,13.113488630315938,5002.8922930919425,968.7741158150516,0.7586084487042953,28.194338549183897,1,0,0,0,0,1,0,0,0,1
1013630.0_1013640.0,1013630.0,1013640.0,1,2.0,2,2,0,1,0,0,1,0,Ⅴ,掉块+较明显反射异常+裂隙密集+围岩极破碎+围岩等级建议+裂隙发育+围岩破碎,high,single,,发育,破碎,软硬不均,弱风化,较差,板岩夹变质砂岩,13.113488630315938,28.194338549183897,0.0,0.0,426.3311,5002.8922930919425,9021.856611464498,0.0,25872.92,968.7741158150516,1729.5063289473649,0.0,5978.351,1.9400901230138445,4.1921370000434415,0.0,39.7163,0.7586084487042953,0.24139155129570464,5.0,8.05883520847121,0,1,0,1,1,24.521276806689894,14552.49284772683,2796.8974110592335,0.4020905923344948,27.83181594272672,1,0,1,1,0,1,0,0,0,1
1013640.0_1013650.0,1013640.0,1013650.0,1,1.0,1,1,0,0,0,0,0,0,Ⅳ,裂隙发育+围岩破碎+围岩等级建议,high,single,,发育,破碎,软硬不均,弱风化,较差,板岩夹变质砂岩,24.521276806689894,27.83181594272672,36.42212,0.0,503.009,14552.49284772683,12404.599553538956,23209.18,27888.9,2796.8974110592335,2409.632788527013,4366.117,6405.188,4.112969431080139,4.550517731228071,5.458194,39.94794,0.4020905923344948,0.5979094076655053,4.0,4.179417604235606,0,0,0,0,0,32.23931782681792,12262.79778489238,2447.8658938307153,0.5636998254799301,121.43578478352069,1,0,1,1,0,1,0,0,0,1
1013650.0_1013660.0,1013650.0,1013660.0,1,2.0,2,2,0,1,0,0,1,0,Ⅳ,裂隙发育+围岩破碎+围岩等级建议,high,single,,发育,破碎,软硬不均,弱风化,较差,板岩夹变质砂岩,32.23931782681792,121.43578478352069,0.0,0.0,2238.43,12262.79778489238,14247.445571079727,0.0,32910.26,2447.8658938307153,2817.5207984219883,77.86816,7207.867,2.711107481972077,3.0074635279190916,0.2629972,25.69908,0.5636998254799301,0.4363001745200698,4.0,5.858835208471212,0,0,0,0,0,22.371846899588647,9862.193749308926,1653.7680232661455,0.6211435623200329,88.01261364495603,1,0,1,1,0,1,0,0,0,1
1013660.0_1013670.0,1013660.0,1013670.0,1,2.0,2,2,0,1,0,0,1,0,Ⅴ,裂隙发育+围岩破碎+围岩等级建议+掉块+较明显反射异常+裂隙密集+围岩极破碎,high,single,,发育,破碎,软硬不均,弱风化,较差,板岩夹变质砂岩,22.371846899588647,88.01261364495603,0.0,0.0,1656.633,9862.193749308926,12874.007051787714,0.0,32458.69,1653.7680232661455,2179.347057035962,0.0,5866.61,2.4036362252579186,3.5836264876006174,0.0,39.7137,0.6211435623200329,0.3788564376799671,5.0,8.05883520847121,0,1,0,1,1,23.106702175938402,9869.372558946585,1851.4546473768046,0.6256015399422522,102.7448830062089,1,0,1,1,0,1,0,0,0,1
1013670.0_1013680.0,1013670.0,1013680.0,2,2.0,2,2,0,2,0,0,1,0,Ⅴ,掉块+较明显反射异常+裂隙密集+围岩极破碎+围岩等级建议,medium,multi,,发育密集,破碎-极破碎,软硬不均,弱风化,较差,板岩夹变质砂岩,23.106702175938402,102.7448830062089,0.0,0.0,3351.031,9869.372558946585,13067.763101037266,0.0,30571.24,1851.4546473768046,2450.8183943954764,0.0,6954.14,2.4912678507603463,3.978366825672013,0.0,39.89644,0.6256015399422522,0.37439846005774785,5.0,8.95883520847121,0,1,0,1,1,19.278175984170307,7869.694960531114,1724.5526932996725,0.6948689956331878,46.24220458311219,1,0,0,1,0,1,0,0,0,1
1013680.0_1013690.0,1013680.0,1013690.0,2,3.0,3,3,0,2,0,0,1,0,Ⅴ,掉块+较明显反射异常+裂隙密集+围岩极破碎+围岩等级建议,medium,multi,,发育密集,破碎-极破碎,软硬不均,弱风化,较差,板岩夹变质砂岩,19.278175984170307,46.24220458311219,0.0,0.0,1093.432,7869.694960531114,12101.66781655036,0.0,29666.42,1724.5526932996725,2659.8112277770674,0.0,7340.481,2.205978395764192,4.5830458940974586,0.0,39.71405,0.6948689956331878,0.30513100436681223,5.0,9.038252812706817,0,1,0,1,1,28.354408087001286,13915.278197580437,2581.4524287155728,0.44272844272844275,51.487496751159576,1,0,1,1,0,1,0,0,0,1
